id;nombre;departamento_id
23682;San José De Uré;23
23686;San Pelayo;23
23807;Tierralta;23
23815;Tuchín;23
23855;Valencia;23
25001;Agua De Dios;25
25019;Albán;25
25035;Anapoima;25
25040;Anolaima;25
25053;Arbeláez;25
25086;Beltrán;25
25095;Bituima;25
25099;Bojacá;25
25120;Cabrera;25
25123;Cachipay;25
25126;Cajicá;25
25148;Caparrapí;25
25151;Cáqueza;25
25154;Carmen De Carupa;25
25168;Chaguaní;25
25175;Chía;25
25178;Chipaque;25
25181;Choachí;25
25183;Chocontá;25
25200;Cogua;25
25214;Cota;25
25224;Cucunubá;25
25245;El Colegio;25
25258;El Peñón;25
25260;El Rosal;25
25269;Facatativá;25
25279;Fómeque;25
25281;Fosca;25
25286;Funza;25
25288;Fúquene;25
25290;Fusagasugá;25
25293;Gachalá;25
25295;Gachancipá;25
25297;Gachetá;25
25299;Gama;25
25307;Girardot;25
25312;Granada;25
25317;Guachetá;25
25320;Guaduas;25
25322;Guasca;25
25324;Guataquí;25
25326;Guatavita;25
25328;Guayabal De Síquima;25
25335;Guayabetal;25
25339;Gutiérrez;25
25368;Jerusalén;25
25372;Junín;25
25377;La Calera;25
25386;La Mesa;25
25394;La Palma;25
25398;La Peña;25
25402;La Vega;25
25407;Lenguazaque;25
25426;Machetá;25
25430;Madrid;25
25436;Manta;25
25438;Medina;25
25473;Mosquera;25
25483;Nariño;25
25486;Nemocón;25
25488;Nilo;25
25489;Nimaima;25
25491;Nocaima;25
25506;Venecia;25
25513;Pacho;25
25518;Paime;25
25524;Pandi;25
25530;Paratebueno;25
25535;Pasca;25
25572;Puerto Salgar;25
25580;Pulí;25
25592;Quebradanegra;25
25594;Quetame;25
25596;Quipile;25
25599;Apulo;25
25612;Ricaurte;25
25645;San Antonio Del Tequendama;25
25649;San Bernardo;25
25653;San Cayetano;25
25658;San Francisco;25
25662;San Juan De Rioseco;25
25718;Sasaima;25
25736;Sesquilé;25
25740;Sibaté;25
25743;Silvania;25
25745;Simijaca;25
25754;Soacha;25
25758;Sopó;25
25769;Subachoque;25
25772;Suesca;25
25777;Supatá;25
25779;Susa;25
25781;Sutatausa;25
25785;Tabio;25
25793;Tausa;25
25797;Tena;25
25799;Tenjo;25
25805;Tibacuy;25
25807;Tibirita;25
25815;Tocaima;25
25817;Tocancipá;25
25823;Topaipí;25
25839;Ubalá;25
25841;Ubaque;25
25843;Villa De San Diego De Ubaté;25
25845;Une;25
25851;Útica;25
25862;Vergara;25
25867;Vianí;25
25871;Villagómez;25
25873;Villapinzón;25
25875;Villeta;25
25878;Viotá;25
25885;Yacopí;25
25898;Zipacón;25
25899;Zipaquirá;25
27001;Quibdó;27
27006;Acandí;27
27025;Alto Baudó;27
27050;Atrato;27
27073;Bagadó;27
27075;Bahía Solano;27
27077;Bajo Baudó;27
27099;Bojayá;27
27135;El Cantón Del San Pablo;27
27150;Carmen Del Darién;27
27160;Cértegui;27
27205;Condoto;27
27245;El Carmen De Atrato;27
27250;El Litoral Del San Juan;27
27361;Istmina;27
27372;Juradó;27
27413;Lloró;27
27425;Medio Atrato;27
27430;Medio Baudó;27
27450;Medio San Juan;27
27491;Nóvita;27
27495;Nuquí;27
27580;Río Iró;27
27600;Río Quito;27
27615;Riosucio;27
27660;San José Del Palmar;27
27745;Sipí;27
27787;Tadó;27
27800;Unguía;27
27810;Unión Panamericana;27
41001;Neiva;41
41006;Acevedo;41
41013;Agrado;41
41016;Aipe;41
41020;Algeciras;41
41026;Altamira;41
41078;Baraya;41
41132;Campoalegre;41
41206;Colombia;41
41244;Elías;41
41298;Garzón;41
41306;Gigante;41
41319;Guadalupe;41
41349;Hobo;41
41357;Íquira;41
41359;Isnos;41
41378;La Argentina;41
41396;La Plata;41
41483;Nátaga;41
41503;Oporapa;41
41518;Paicol;41
41524;Palermo;41
41530;Palestina;41
41548;Pital;41
41551;Pitalito;41
41615;Rivera;41
41660;Saladoblanco;41
41668;San Agustín;41
41676;Santa María;41
41770;Suaza;41
41791;Tarqui;41
41797;Tesalia;41
41799;Tello;41
41801;Teruel;41
41807;Timaná;41
41872;Villavieja;41
41885;Yaguará;41
44001;Riohacha;44
44035;Albania;44
44078;Barrancas;44
44090;Dibulla;44
44098;Distracción;44
44110;El Molino;44
44279;Fonseca;44
44378;Hatonuevo;44
44420;La Jagua Del Pilar;44
44430;Maicao;44
44560;Manaure;44
44650;San Juan Del Cesar;44
44847;Uribia;44
44855;Urumita;44
44874;Villanueva;44
47001;Santa Marta;47
47030;Algarrobo;47
47053;Aracataca;47
47058;Ariguaní;47
47161;Cerro De San Antonio;47
47170;Chivolo;47
47189;Ciénaga;47
47205;Concordia;47
47245;El Banco;47
47258;El Piñón;47
47268;El Retén;47
47288;Fundación;47
47318;Guamal;47
47460;Nueva Granada;47
47541;Pedraza;47
47545;Pijiño Del Carmen;47
47551;Pivijay;47
47555;Plato;47
47570;Puebloviejo;47
47605;Remolino;47
47660;Sabanas De San Ángel;47
47675;Salamina;47
47692;San Sebastián De Buenavista;47
47703;San Zenón;47
47707;Santa Ana;47
47720;Santa Bárbara De Pinto;47
47745;Sitionuevo;47
47798;Tenerife;47
47960;Zapayán;47
47980;Zona Bananera;47
50001;Villavicencio;50
50006;Acacías;50
50110;Barranca De Upía;50
50124;Cabuyaro;50
50150;Castilla La Nueva;50
50223;Cubarral;50
50226;Cumaral;50
50245;El Calvario;50
50251;El Castillo;50
50270;El Dorado;50
50287;Fuente De Oro;50
50313;Granada;50
50318;Guamal;50
50325;Mapiripán;50
50330;Mesetas;50
50350;La Macarena;50
50370;Uribe;50
50400;Lejanías;50
50450;Puerto Concordia;50
50568;Puerto Gaitán;50
50573;Puerto López;50
50577;Puerto Lleras;50
50590;Puerto Rico;50
50606;Restrepo;50
50680;San Carlos De Guaroa;50
50683;San Juan De Arama;50
50686;San Juanito;50
50689;San Martín;50
50711;Vistahermosa;50
52001;Pasto;52
52019;Albán;52
52022;Aldana;52
52036;Ancuya;52
52051;Arboleda;52
52079;Barbacoas;52
52083;Belén;52
52110;Buesaco;52
52203;Colón;52
52207;Consacá;52
52210;Contadero;52
52215;Córdoba;52
52224;Cuaspud Carlosama;52
52227;Cumbal;52
52233;Cumbitara;52
52240;Chachagüí;52
52250;El Charco;52
52254;El Peñol;52
52256;El Rosario;52
52258;El Tablón De Gómez;52
52260;El Tambo;52
52287;Funes;52
52317;Guachucal;52
52320;Guaitarilla;52
52323;Gualmatán;52
52352;Iles;52
52354;Imués;52
52356;Ipiales;52
52378;La Cruz;52
52381;La Florida;52
52385;La Llanada;52
52390;La Tola;52
52399;La Unión;52
52405;Leiva;52
52411;Linares;52
52418;Los Andes;52
52427;Magüí;52
52435;Mallama;52
52473;Mosquera;52
52480;Nariño;52
52490;Olaya Herrera;52
52506;Ospina;52
52520;Francisco Pizarro;52
52540;Policarpa;52
52560;Potosí;52
52565;Providencia;52
52573;Puerres;52
52585;Pupiales;52
52612;Ricaurte;52
52621;Roberto Payán;52
52678;Samaniego;52
52683;Sandoná;52
52685;San Bernardo;52
52687;San Lorenzo;52
52693;San Pablo;52
52694;San Pedro De Cartago;52
52696;Santa Bárbara;52
52699;Santacruz;52
52720;Sapuyes;52
52786;Taminango;52
52788;Tangua;52
52835;San Andrés De Tumaco;52
52838;Túquerres;52
52885;Yacuanquer;52
54001;San José De Cúcuta;54
54003;Ábrego;54
54051;Arboledas;54
54099;Bochalema;54
54109;Bucarasica;54
54125;Cácota;54
54128;Cáchira;54
54172;Chinácota;54
54174;Chitagá;54
54206;Convención;54
54223;Cucutilla;54
54239;Durania;54
54245;El Carmen;54
54250;El Tarra;54
54261;El Zulia;54
54313;Gramalote;54
54344;Hacarí;54
54347;Herrán;54
54377;Labateca;54
54385;La Esperanza;54
54398;La Playa;54
54405;Los Patios;54
54418;Lourdes;54
54480;Mutiscua;54
54498;Ocaña;54
54518;Pamplona;54
54520;Pamplonita;54
54553;Puerto Santander;54
54599;Ragonvalia;54
54660;Salazar;54
54670;San Calixto;54
54673;San Cayetano;54
54680;Santiago;54
54720;Sardinata;54
54743;Silos;54
54800;Teorama;54
54810;Tibú;54
54820;Toledo;54
54871;Villa Caro;54
54874;Villa Del Rosario;54
63001;Armenia;63
63111;Buenavista;63
63130;Calarcá;63
63190;Circasia;63
63212;Córdoba;63
63272;Filandia;63
63302;Génova;63
63401;La Tebaida;63
63470;Montenegro;63
63548;Pijao;63
63594;Quimbaya;63
63690;Salento;63
66001;Pereira;66
66045;Apía;66
66075;Balboa;66
66088;Belén De Umbría;66
66170;Dosquebradas;66
66318;Guática;66
66383;La Celia;66
66400;La Virginia;66
66440;Marsella;66
66456;Mistrató;66
66572;Pueblo Rico;66
66594;Quinchía;66
66682;Santa Rosa De Cabal;66
66687;Santuario;66
68001;Bucaramanga;68
68013;Aguada;68
68020;Albania;68
68051;Aratoca;68
68077;Barbosa;68
68079;Barichara;68
68081;Barrancabermeja;68
68092;Betulia;68
68101;Bolívar;68
68121;Cabrera;68
68132;California;68
68147;Capitanejo;68
68152;Carcasí;68
68160;Cepitá;68
68162;Cerrito;68
68167;Charalá;68
68169;Charta;68
68176;Chima;68
68179;Chipatá;68
68190;Cimitarra;68
68207;Concepción;68
68209;Confines;68
68211;Contratación;68
68217;Coromoro;68
68229;Curití;68
68235;El Carmen De Chucuri;68
68245;El Guacamayo;68
68250;El Peñón;68
68255;El Playón;68
68264;Encino;68
68266;Enciso;68
68271;Florián;68
68276;Floridablanca;68
68296;Galán;68
68298;Gámbita;68
68307;Girón;68
68318;Guaca;68
68320;Guadalupe;68
68322;Guapotá;68
68324;Guavatá;68
68327;Güepsa;68
68344;Hato;68
68368;Jesús María;68
68370;Jordán;68
68377;La Belleza;68
68385;Landázuri;68
68397;La Paz;68
68406;Lebrija;68
68418;Los Santos;68
68425;Macaravita;68
68432;Málaga;68
68444;Matanza;68
68464;Mogotes;68
68468;Molagavita;68
68498;Ocamonte;68
68500;Oiba;68
68502;Onzaga;68
68522;Palmar;68
68524;Palmas Del Socorro;68
68533;Páramo;68
68547;Piedecuesta;68
68549;Pinchote;68
68572;Puente Nacional;68
68573;Puerto Parra;68
68575;Puerto Wilches;68
68615;Rionegro;68
68655;Sabana De Torres;68
68669;San Andrés;68
68673;San Benito;68
68679;San Gil;68
68682;San Joaquín;68
68684;San José De Miranda;68
68686;San Miguel;68
68689;San Vicente De Chucurí;68
68705;Santa Bárbara;68
68720;Santa Helena Del Opón;68
68745;Simacota;68
68755;Socorro;68
68770;Suaita;68
68773;Sucre;68
68780;Suratá;68
68820;Tona;68
68855;Valle De San José;68
68861;Vélez;68
68867;Vetas;68
68872;Villanueva;68
68895;Zapatoca;68
70001;Sincelejo;70
70110;Buenavista;70
70124;Caimito;70
70204;Colosó;70
70215;Corozal;70
70221;Coveñas;70
70230;Chalán;70
70233;El Roble;70
70235;Galeras;70
70265;Guaranda;70
70400;La Unión;70
70418;Los Palmitos;70
70429;Majagual;70
70473;Morroa;70
70508;Ovejas;70
70523;Palmito;70
70670;Sampués;70
70678;San Benito Abad;70
70702;San Juan De Betulia;70
70708;San Marcos;70
70713;San Onofre;70
70717;San Pedro;70
70742;San Luis De Sincé;70
70771;Sucre;70
70820;Santiago De Tolú;70
70823;San José De Toluviejo;70
73001;Ibagué;73
73024;Alpujarra;73
73026;Alvarado;73
73030;Ambalema;73
73043;Anzoátegui;73
73055;Armero;73
73067;Ataco;73
73124;Cajamarca;73
73148;Carmen De Apicalá;73
73152;Casabianca;73
73168;Chaparral;73
73200;Coello;73
73217;Coyaima;73
73226;Cunday;73
73236;Dolores;73
73268;Espinal;73
73270;Falan;73
73275;Flandes;73
73283;Fresno;73
73319;Guamo;73
73347;Herveo;73
73349;Honda;73
73352;Icononzo;73
73408;Lérida;73
73411;Líbano;73
73443;San Sebastián De Mariquita;73
73449;Melgar;73
73461;Murillo;73
73483;Natagaima;73
73504;Ortega;73
73520;Palocabildo;73
73547;Piedras;73
73555;Planadas;73
73563;Prado;73
73585;Purificación;73
73616;Rioblanco;73
73622;Roncesvalles;73
73624;Rovira;73
73671;Saldaña;73
73675;San Antonio;73
73678;San Luis;73
73686;Santa Isabel;73
73770;Suárez;73
73854;Valle De San Juan;73
73861;Venadillo;73
73870;Villahermosa;73
73873;Villarrica;73
76001;Cali;76
76020;Alcalá;76
76036;Andalucía;76
76041;Ansermanuevo;76
76054;Argelia;76
76100;Bolívar;76
76109;Buenaventura;76
76111;Guadalajara De Buga;76
76113;Bugalagrande;76
76122;Caicedonia;76
76126;Calima;76
76130;Candelaria;76
76147;Cartago;76
76233;Dagua;76
76243;El Águila;76
76246;El Cairo;76
76248;El Cerrito;76
76250;El Dovio;76
76275;Florida;76
76306;Ginebra;76
76318;Guacarí;76
76364;Jamundí;76
76377;La Cumbre;76
76400;La Unión;76
76403;La Victoria;76
76497;Obando;76
76520;Palmira;76
76563;Pradera;76
76606;Restrepo;76
76616;Riofrío;76
76622;Roldanillo;76
76670;San Pedro;76
76736;Sevilla;76
76823;Toro;76
76828;Trujillo;76
76834;Tuluá;76
76845;Ulloa;76
76863;Versalles;76
76869;Vijes;76
76890;Yotoco;76
76892;Yumbo;76
76895;Zarzal;76
81001;Arauca;81
81065;Arauquita;81
81220;Cravo Norte;81
81300;Fortul;81
81591;Puerto Rondón;81
81736;Saravena;81
81794;Tame;81
85001;Yopal;85
85010;Aguazul;85
85015;Chámeza;85
85125;Hato Corozal;85
85136;La Salina;85
85139;Maní;85
85162;Monterrey;85
85225;Nunchía;85
85230;Orocué;85
85250;Paz De Ariporo;85
85263;Pore;85
85279;Recetor;85
85300;Sabanalarga;85
85315;Sácama;85
85325;San Luis De Palenque;85
85400;Támara;85
85410;Tauramena;85
85430;Trinidad;85
85440;Villanueva;85
86001;Mocoa;86
86219;Colón;86
86320;Orito;86
86568;Puerto Asís;86
86569;Puerto Caicedo;86
86571;Puerto Guzmán;86
86573;Puerto Leguízamo;86
86749;Sibundoy;86
86755;San Francisco;86
86757;San Miguel;86
86760;Santiago;86
86865;Valle Del Guamuez;86
86885;Villagarzón;86
88001;San Andrés;88
88564;Providencia;88
91001;Leticia;91
91540;Puerto Nariño;91
94001;Inírida;94
94343;Barrancominas;94
95001;San José Del Guaviare;95
95015;Calamar;95
95025;El Retorno;95
95200;Miraflores;95
97001;Mitú;97
97161;Carurú;97
97666;Taraira;97
99001;Puerto Carreño;99
99524;La Primavera;99
99624;Santa Rosalía;99
99773;Cumaribo;99
